player_id,r_score,f_score,m_score,rfm_total,rfm_segment,actual_segment
2376,5,4,4,13,Champions,At Risk
2392,5,4,4,13,Champions,At Risk
2408,5,4,4,13,Champions,At Risk
2440,5,4,4,13,Champions,At Risk
2471,5,4,4,13,Champions,At Risk
2595,5,4,4,13,Champions,At Risk
2599,5,4,4,13,Champions,At Risk
2637,5,4,4,13,Champions,At Risk
2681,5,4,4,13,Champions,At Risk
2722,5,4,4,13,Champions,At Risk
2764,5,4,4,13,Champions,At Risk
2841,4,4,5,13,Champions,At Risk
2842,5,4,4,13,Champions,At Risk
2925,5,4,4,13,Champions,At Risk
3054,5,4,4,13,Champions,At Risk
3066,5,4,4,13,Champions,At Risk
3115,5,4,4,13,Champions,At Risk
3118,4,4,5,13,Champions,At Risk
3119,5,4,4,13,Champions,At Risk
3157,4,4,5,13,Champions,At Risk
3170,5,4,4,13,Champions,At Risk
3208,4,4,5,13,Champions,At Risk
3229,5,4,4,13,Champions,At Risk
3239,5,4,4,13,Champions,At Risk
10,2,5,5,12,Champions,Champions
12,2,5,5,12,Champions,Champions
16,2,5,5,12,Champions,Champions
22,2,5,5,12,Champions,Champions
31,2,5,5,12,Champions,Champions
37,2,5,5,12,Champions,Champions
41,2,5,5,12,Champions,Champions
56,2,5,5,12,Champions,Champions
60,2,5,5,12,Champions,Champions
64,2,5,5,12,Champions,Champions
66,2,5,5,12,Champions,Champions
73,2,5,5,12,Champions,Champions
77,2,5,5,12,Champions,Champions
78,2,5,5,12,Champions,Champions
88,2,5,5,12,Champions,Champions
89,2,5,5,12,Champions,Champions
90,2,5,5,12,Champions,Champions
96,2,5,5,12,Champions,Champions
108,2,5,5,12,Champions,Champions
118,2,5,5,12,Champions,Champions
121,2,5,5,12,Champions,Champions
128,2,5,5,12,Champions,Champions
132,2,5,5,12,Champions,Champions
133,2,5,5,12,Champions,Champions
135,3,5,4,12,Champions,Champions
159,2,5,5,12,Champions,Champions
170,2,5,5,12,Champions,Champions
172,2,5,5,12,Champions,Champions
185,2,5,5,12,Champions,Champions
193,2,5,5,12,Champions,Champions
202,2,5,5,12,Champions,Champions
204,5,5,2,12,Champions,Champions
205,2,5,5,12,Champions,Champions
220,2,5,5,12,Champions,Champions
222,2,5,5,12,Champions,Champions
224,2,5,5,12,Champions,Champions
232,2,5,5,12,Champions,Champions
235,2,5,5,12,Champions,Champions
236,2,5,5,12,Champions,Champions
243,2,5,5,12,Champions,Champions
245,2,5,5,12,Champions,Champions
246,2,5,5,12,Champions,Champions
258,2,5,5,12,Champions,Loyal
260,3,5,4,12,Champions,Loyal
261,2,5,5,12,Champions,Loyal
266,2,5,5,12,Champions,Loyal
269,2,5,5,12,Champions,Loyal
271,2,5,5,12,Champions,Loyal
272,2,5,5,12,Champions,Loyal
273,2,5,5,12,Champions,Loyal
274,2,5,5,12,Champions,Loyal
279,2,5,5,12,Champions,Loyal
285,2,5,5,12,Champions,Loyal
290,4,5,3,12,Champions,Loyal
292,2,5,5,12,Champions,Loyal
293,2,5,5,12,Champions,Loyal
297,3,5,4,12,Champions,Loyal
304,2,5,5,12,Champions,Loyal
314,2,5,5,12,Champions,Loyal
315,4,5,3,12,Champions,Loyal
316,2,5,5,12,Champions,Loyal
321,2,5,5,12,Champions,Loyal
323,2,5,5,12,Champions,Loyal
327,2,5,5,12,Champions,Loyal
329,2,5,5,12,Champions,Loyal
331,2,5,5,12,Champions,Loyal
340,2,5,5,12,Champions,Loyal
345,3,5,4,12,Champions,Loyal
354,2,5,5,12,Champions,Loyal
369,2,5,5,12,Champions,Loyal
387,2,5,5,12,Champions,Loyal
392,4,4,4,12,Champions,Loyal
393,2,5,5,12,Champions,Loyal
395,2,5,5,12,Champions,Loyal
397,2,5,5,12,Champions,Loyal
399,2,5,5,12,Champions,Loyal
403,2,5,5,12,Champions,Loyal
406,2,5,5,12,Champions,Loyal
409,4,4,4,12,Champions,Loyal
416,2,5,5,12,Champions,Loyal
418,2,5,5,12,Champions,Loyal
423,2,5,5,12,Champions,Loyal
429,2,5,5,12,Champions,Loyal
435,2,5,5,12,Champions,Loyal
436,2,5,5,12,Champions,Loyal
452,2,5,5,12,Champions,Loyal
456,2,5,5,12,Champions,Loyal
458,2,5,5,12,Champions,Loyal
462,2,5,5,12,Champions,Loyal
466,3,5,4,12,Champions,Loyal
470,2,5,5,12,Champions,Loyal
474,2,5,5,12,Champions,Loyal
475,2,5,5,12,Champions,Loyal
477,2,5,5,12,Champions,Loyal
485,2,5,5,12,Champions,Loyal
487,2,5,5,12,Champions,Loyal
491,2,5,5,12,Champions,Loyal
499,3,4,5,12,Champions,Loyal
503,2,5,5,12,Champions,Loyal
505,2,5,5,12,Champions,Loyal
514,2,5,5,12,Champions,Loyal
515,2,5,5,12,Champions,Loyal
520,2,5,5,12,Champions,Loyal
526,2,5,5,12,Champions,Loyal
527,2,5,5,12,Champions,Loyal
529,2,5,5,12,Champions,Loyal
538,2,5,5,12,Champions,Loyal
542,2,5,5,12,Champions,Loyal
544,2,5,5,12,Champions,Loyal
548,2,5,5,12,Champions,Loyal
549,2,5,5,12,Champions,Loyal
551,4,5,3,12,Champions,Loyal
558,2,5,5,12,Champions,Loyal
559,4,5,3,12,Champions,Loyal
563,2,5,5,12,Champions,Loyal
566,2,5,5,12,Champions,Loyal
575,2,5,5,12,Champions,Loyal
576,4,4,4,12,Champions,Loyal
577,2,5,5,12,Champions,Loyal
578,2,5,5,12,Champions,Loyal
580,2,5,5,12,Champions,Loyal
587,2,5,5,12,Champions,Loyal
594,2,5,5,12,Champions,Loyal
595,2,5,5,12,Champions,Loyal
599,2,5,5,12,Champions,Loyal
600,2,5,5,12,Champions,Loyal
605,2,5,5,12,Champions,Loyal
609,2,5,5,12,Champions,Loyal
629,2,5,5,12,Champions,Loyal
635,3,5,4,12,Champions,Loyal
642,2,5,5,12,Champions,Loyal
645,2,5,5,12,Champions,Loyal
656,2,5,5,12,Champions,Loyal
659,2,5,5,12,Champions,Loyal
660,3,4,5,12,Champions,Loyal
664,5,5,2,12,Champions,Loyal
666,2,5,5,12,Champions,Loyal
667,2,5,5,12,Champions,Loyal
674,2,5,5,12,Champions,Loyal
676,2,5,5,12,Champions,Loyal
677,4,5,3,12,Champions,Loyal
680,2,5,5,12,Champions,Loyal
687,2,5,5,12,Champions,Loyal
699,4,4,4,12,Champions,Loyal
701,2,5,5,12,Champions,Loyal
705,2,5,5,12,Champions,Loyal
706,2,5,5,12,Champions,Loyal
709,2,5,5,12,Champions,Loyal
713,2,5,5,12,Champions,Loyal
719,2,5,5,12,Champions,Loyal
722,2,5,5,12,Champions,Loyal
726,5,3,4,12,Champions,Loyal
730,2,5,5,12,Champions,Loyal
737,2,5,5,12,Champions,Loyal
740,2,5,5,12,Champions,Loyal
756,2,5,5,12,Champions,Loyal
763,4,5,3,12,Champions,Loyal
765,2,5,5,12,Champions,Loyal
769,2,5,5,12,Champions,Loyal
770,2,5,5,12,Champions,Loyal
771,2,5,5,12,Champions,Loyal
772,2,5,5,12,Champions,Loyal
776,4,4,4,12,Champions,Loyal
777,2,5,5,12,Champions,Loyal
793,2,5,5,12,Champions,Loyal
797,2,5,5,12,Champions,Loyal
799,2,5,5,12,Champions,Loyal
801,2,5,5,12,Champions,Loyal
811,2,5,5,12,Champions,Loyal
816,3,5,4,12,Champions,Loyal
835,2,5,5,12,Champions,Loyal
841,2,5,5,12,Champions,Loyal
849,2,5,5,12,Champions,Loyal
855,2,5,5,12,Champions,Loyal
859,2,5,5,12,Champions,Loyal
861,2,5,5,12,Champions,Loyal
862,2,5,5,12,Champions,Loyal
863,2,5,5,12,Champions,Loyal
865,2,5,5,12,Champions,Loyal
866,2,5,5,12,Champions,Loyal
869,2,5,5,12,Champions,Loyal
870,2,5,5,12,Champions,Loyal
871,2,5,5,12,Champions,Loyal
876,2,5,5,12,Champions,Loyal
881,2,5,5,12,Champions,Loyal
882,2,5,5,12,Champions,Loyal
887,2,5,5,12,Champions,Loyal
889,3,5,4,12,Champions,Loyal
890,2,5,5,12,Champions,Loyal
894,2,5,5,12,Champions,Loyal
901,2,5,5,12,Champions,Loyal
906,4,4,4,12,Champions,Loyal
913,2,5,5,12,Champions,Loyal
922,2,5,5,12,Champions,Loyal
924,2,5,5,12,Champions,Loyal
926,2,5,5,12,Champions,Loyal
931,2,5,5,12,Champions,Loyal
933,2,5,5,12,Champions,Loyal
935,2,5,5,12,Champions,Loyal
936,2,5,5,12,Champions,Loyal
937,2,5,5,12,Champions,Loyal
944,3,5,4,12,Champions,Loyal
960,3,5,4,12,Champions,Loyal
962,2,5,5,12,Champions,Loyal
963,2,5,5,12,Champions,Loyal
965,3,5,4,12,Champions,Loyal
967,2,5,5,12,Champions,Loyal
984,2,5,5,12,Champions,Loyal
997,2,5,5,12,Champions,Loyal
1003,3,4,5,12,Champions,Promising
1004,5,4,3,12,Champions,Promising
1022,4,4,4,12,Champions,Promising
1039,5,4,3,12,Champions,Promising
1059,5,4,3,12,Champions,Promising
1061,4,4,4,12,Champions,Promising
1063,3,5,4,12,Champions,Promising
1070,5,3,4,12,Champions,Promising
1072,4,4,4,12,Champions,Promising
1078,3,4,5,12,Champions,Promising
1081,4,4,4,12,Champions,Promising
1100,3,4,5,12,Champions,Promising
1118,5,3,4,12,Champions,Promising
1120,3,4,5,12,Champions,Promising
1125,4,4,4,12,Champions,Promising
1147,5,3,4,12,Champions,Promising
1152,5,3,4,12,Champions,Promising
1156,5,3,4,12,Champions,Promising
1162,5,3,4,12,Champions,Promising
1163,4,4,4,12,Champions,Promising
1178,3,4,5,12,Champions,Promising
1181,4,4,4,12,Champions,Promising
1182,4,4,4,12,Champions,Promising
1184,5,3,4,12,Champions,Promising
1189,4,4,4,12,Champions,Promising
1199,4,4,4,12,Champions,Promising
1201,4,4,4,12,Champions,Promising
1203,4,4,4,12,Champions,Promising
1215,4,4,4,12,Champions,Promising
1217,5,4,3,12,Champions,Promising
1221,3,4,5,12,Champions,Promising
1222,5,4,3,12,Champions,Promising
1234,2,5,5,12,Champions,Promising
1235,4,4,4,12,Champions,Promising
1240,3,4,5,12,Champions,Promising
1246,5,4,3,12,Champions,Promising
1248,3,4,5,12,Champions,Promising
1259,4,4,4,12,Champions,Promising
1263,5,4,3,12,Champions,Promising
1273,4,4,4,12,Champions,Promising
1274,4,4,4,12,Champions,Promising
1275,4,4,4,12,Champions,Promising
1290,4,4,4,12,Champions,Promising
1299,4,4,4,12,Champions,Promising
1312,4,4,4,12,Champions,Promising
1319,4,4,4,12,Champions,Promising
1325,4,4,4,12,Champions,Promising
1329,4,4,4,12,Champions,Promising
1335,4,4,4,12,Champions,Promising
1351,4,4,4,12,Champions,Promising
1360,3,4,5,12,Champions,Promising
1382,4,4,4,12,Champions,Promising
1389,4,4,4,12,Champions,Promising
1391,5,4,3,12,Champions,Promising
1395,5,4,3,12,Champions,Promising
1402,3,4,5,12,Champions,Promising
1407,4,4,4,12,Champions,Promising
1416,4,4,4,12,Champions,Promising
1429,5,4,3,12,Champions,Promising
1431,4,4,4,12,Champions,Promising
1435,5,3,4,12,Champions,Promising
1437,4,4,4,12,Champions,Promising
1439,4,4,4,12,Champions,Promising
1453,3,4,5,12,Champions,Promising
1458,4,4,4,12,Champions,Promising
1459,5,4,3,12,Champions,Promising
1464,4,4,4,12,Champions,Promising
1492,3,4,5,12,Champions,Promising
1508,5,4,3,12,Champions,Promising
1519,2,5,5,12,Champions,Promising
1561,4,4,4,12,Champions,Promising
1562,4,4,4,12,Champions,Promising
1570,3,4,5,12,Champions,Promising
1581,4,4,4,12,Champions,Promising
1595,4,4,4,12,Champions,Promising
1614,4,4,4,12,Champions,Promising
1621,5,4,3,12,Champions,Promising
1630,5,3,4,12,Champions,Promising
1642,4,4,4,12,Champions,Promising
1643,5,3,4,12,Champions,Promising
1648,5,4,3,12,Champions,Promising
1657,4,4,4,12,Champions,Promising
1669,5,4,3,12,Champions,Promising
1682,2,5,5,12,Champions,Promising
1701,5,4,3,12,Champions,Promising
1706,4,4,4,12,Champions,Promising
1711,4,4,4,12,Champions,Promising
1720,4,4,4,12,Champions,Promising
1723,4,4,4,12,Champions,Promising
1738,4,4,4,12,Champions,Promising
1739,4,4,4,12,Champions,Promising
1745,4,4,4,12,Champions,Promising
1754,4,4,4,12,Champions,Promising
1763,4,4,4,12,Champions,Promising
1769,4,4,4,12,Champions,Promising
1770,4,4,4,12,Champions,Promising
1776,5,4,3,12,Champions,Promising
1777,4,4,4,12,Champions,Promising
1778,3,5,4,12,Champions,Promising
1783,5,4,3,12,Champions,Promising
1792,5,4,3,12,Champions,Promising
1799,5,3,4,12,Champions,Promising
1801,5,4,3,12,Champions,Promising
1804,5,3,4,12,Champions,Promising
1806,4,4,4,12,Champions,Promising
1823,4,4,4,12,Champions,Promising
1824,5,3,4,12,Champions,Promising
1825,4,4,4,12,Champions,Promising
1828,4,4,4,12,Champions,Promising
1835,4,4,4,12,Champions,Promising
1846,4,4,4,12,Champions,Promising
1848,4,4,4,12,Champions,Promising
1849,4,4,4,12,Champions,Promising
1868,5,4,3,12,Champions,Promising
1896,4,4,4,12,Champions,Promising
1897,3,5,4,12,Champions,Promising
1904,5,4,3,12,Champions,Promising
1905,5,4,3,12,Champions,Promising
1920,4,4,4,12,Champions,Promising
1933,4,3,5,12,Champions,Promising
1973,4,4,4,12,Champions,Promising
1974,4,4,4,12,Champions,Promising
1983,5,3,4,12,Champions,Promising
1991,5,4,3,12,Champions,Promising
1996,4,4,4,12,Champions,Promising
1998,4,4,4,12,Champions,Promising
2022,4,4,4,12,Champions,At Risk
2063,5,3,4,12,Champions,At Risk
2069,5,4,3,12,Champions,At Risk
2079,5,3,4,12,Champions,At Risk
2082,4,4,4,12,Champions,At Risk
2087,4,4,4,12,Champions,At Risk
2179,4,4,4,12,Champions,At Risk
2187,5,4,3,12,Champions,At Risk
2193,4,4,4,12,Champions,At Risk
2197,4,4,4,12,Champions,At Risk
2204,3,4,5,12,Champions,At Risk
2208,5,3,4,12,Champions,At Risk
2210,4,4,4,12,Champions,At Risk
2247,5,4,3,12,Champions,At Risk
2249,5,4,3,12,Champions,At Risk
2266,5,4,3,12,Champions,At Risk
2274,5,3,4,12,Champions,At Risk
2279,4,3,5,12,Champions,At Risk
2281,4,4,4,12,Champions,At Risk
2284,5,3,4,12,Champions,At Risk
2288,5,3,4,12,Champions,At Risk
2323,4,4,4,12,Champions,At Risk
2325,5,3,4,12,Champions,At Risk
2345,5,3,4,12,Champions,At Risk
2348,5,3,4,12,Champions,At Risk
2354,5,3,4,12,Champions,At Risk
2398,5,4,3,12,Champions,At Risk
2400,4,4,4,12,Champions,At Risk
2404,4,4,4,12,Champions,At Risk
2409,3,4,5,12,Champions,At Risk
2422,3,4,5,12,Champions,At Risk
2428,5,3,4,12,Champions,At Risk
2438,5,3,4,12,Champions,At Risk
2443,5,4,3,12,Champions,At Risk
2455,5,4,3,12,Champions,At Risk
2520,5,3,4,12,Champions,At Risk
2531,4,4,4,12,Champions,At Risk
2535,3,4,5,12,Champions,At Risk
2538,5,3,4,12,Champions,At Risk
2550,5,3,4,12,Champions,At Risk
2560,5,3,4,12,Champions,At Risk
2567,5,3,4,12,Champions,At Risk
2571,5,3,4,12,Champions,At Risk
2572,5,3,4,12,Champions,At Risk
2593,4,4,4,12,Champions,At Risk
2594,4,4,4,12,Champions,At Risk
2608,5,3,4,12,Champions,At Risk
2619,5,3,4,12,Champions,At Risk
2624,3,4,5,12,Champions,At Risk
2650,5,3,4,12,Champions,At Risk
2673,4,4,4,12,Champions,At Risk
2684,5,3,4,12,Champions,At Risk
2697,5,3,4,12,Champions,At Risk
2706,5,3,4,12,Champions,At Risk
2707,5,3,4,12,Champions,At Risk
2709,4,4,4,12,Champions,At Risk
2714,5,3,4,12,Champions,At Risk
2740,5,3,4,12,Champions,At Risk
2748,4,4,4,12,Champions,At Risk
2763,5,3,4,12,Champions,At Risk
2794,4,4,4,12,Champions,At Risk
2824,5,3,4,12,Champions,At Risk
2833,5,3,4,12,Champions,At Risk
2837,4,4,4,12,Champions,At Risk
2846,4,4,4,12,Champions,At Risk
2898,4,4,4,12,Champions,At Risk
2926,4,4,4,12,Champions,At Risk
2940,5,3,4,12,Champions,At Risk
2985,5,3,4,12,Champions,At Risk
2986,3,4,5,12,Champions,At Risk
2987,4,4,4,12,Champions,At Risk
2988,5,3,4,12,Champions,At Risk
2989,5,3,4,12,Champions,At Risk
2992,5,4,3,12,Champions,At Risk
2995,5,3,4,12,Champions,At Risk
3003,5,3,4,12,Champions,At Risk
3056,5,3,4,12,Champions,At Risk
3099,4,4,4,12,Champions,At Risk
3107,5,3,4,12,Champions,At Risk
3111,5,3,4,12,Champions,At Risk
3152,4,4,4,12,Champions,At Risk
3167,5,3,4,12,Champions,At Risk
3172,5,3,4,12,Champions,At Risk
3173,5,3,4,12,Champions,At Risk
3181,5,3,4,12,Champions,At Risk
3184,5,3,4,12,Champions,At Risk
3201,5,3,4,12,Champions,At Risk
3203,5,3,4,12,Champions,At Risk
3225,4,4,4,12,Champions,At Risk
3235,5,3,4,12,Champions,At Risk
3319,5,3,4,12,Champions,Hibernating
4320,5,3,4,12,Champions,Hibernating
1,1,5,5,11,Loyal,Champions
19,1,5,5,11,Loyal,Champions
26,1,5,5,11,Loyal,Champions
30,2,5,4,11,Loyal,Champions
46,1,5,5,11,Loyal,Champions
53,1,5,5,11,Loyal,Champions
82,1,5,5,11,Loyal,Champions
83,1,5,5,11,Loyal,Champions
95,1,5,5,11,Loyal,Champions
104,5,5,1,11,Loyal,Champions
126,1,5,5,11,Loyal,Champions
130,1,5,5,11,Loyal,Champions
150,1,5,5,11,Loyal,Champions
161,1,5,5,11,Loyal,Champions
162,1,5,5,11,Loyal,Champions
164,1,5,5,11,Loyal,Champions
195,1,5,5,11,Loyal,Champions
237,1,5,5,11,Loyal,Champions
242,1,5,5,11,Loyal,Champions
250,1,5,5,11,Loyal,Champions
259,1,5,5,11,Loyal,Loyal
284,1,5,5,11,Loyal,Loyal
305,1,5,5,11,Loyal,Loyal
311,1,5,5,11,Loyal,Loyal
325,1,5,5,11,Loyal,Loyal
335,1,5,5,11,Loyal,Loyal
336,1,5,5,11,Loyal,Loyal
341,2,5,4,11,Loyal,Loyal
346,1,5,5,11,Loyal,Loyal
347,1,5,5,11,Loyal,Loyal
355,1,5,5,11,Loyal,Loyal
356,1,5,5,11,Loyal,Loyal
366,1,5,5,11,Loyal,Loyal
371,1,5,5,11,Loyal,Loyal
396,3,4,4,11,Loyal,Loyal
400,1,5,5,11,Loyal,Loyal
404,1,5,5,11,Loyal,Loyal
414,1,5,5,11,Loyal,Loyal
420,2,5,4,11,Loyal,Loyal
446,2,5,4,11,Loyal,Loyal
453,1,5,5,11,Loyal,Loyal
455,2,5,4,11,Loyal,Loyal
465,1,5,5,11,Loyal,Loyal
476,1,5,5,11,Loyal,Loyal
480,1,5,5,11,Loyal,Loyal
501,1,5,5,11,Loyal,Loyal
506,1,5,5,11,Loyal,Loyal
507,1,5,5,11,Loyal,Loyal
518,1,5,5,11,Loyal,Loyal
541,1,5,5,11,Loyal,Loyal
552,1,5,5,11,Loyal,Loyal
555,2,4,5,11,Loyal,Loyal
556,1,5,5,11,Loyal,Loyal
581,1,5,5,11,Loyal,Loyal
583,2,5,4,11,Loyal,Loyal
584,1,5,5,11,Loyal,Loyal
588,1,5,5,11,Loyal,Loyal
589,1,5,5,11,Loyal,Loyal
590,1,5,5,11,Loyal,Loyal
591,1,5,5,11,Loyal,Loyal
593,1,5,5,11,Loyal,Loyal
596,1,5,5,11,Loyal,Loyal
598,3,5,3,11,Loyal,Loyal
606,1,5,5,11,Loyal,Loyal
608,1,5,5,11,Loyal,Loyal
610,1,5,5,11,Loyal,Loyal
613,1,5,5,11,Loyal,Loyal
615,1,5,5,11,Loyal,Loyal
618,1,5,5,11,Loyal,Loyal
621,1,5,5,11,Loyal,Loyal
630,2,5,4,11,Loyal,Loyal
631,1,5,5,11,Loyal,Loyal
636,2,5,4,11,Loyal,Loyal
641,3,5,3,11,Loyal,Loyal
649,1,5,5,11,Loyal,Loyal
652,1,5,5,11,Loyal,Loyal
655,2,5,4,11,Loyal,Loyal
657,1,5,5,11,Loyal,Loyal
663,1,5,5,11,Loyal,Loyal
665,2,4,5,11,Loyal,Loyal
672,1,5,5,11,Loyal,Loyal
675,3,5,3,11,Loyal,Loyal
678,2,5,4,11,Loyal,Loyal
683,2,4,5,11,Loyal,Loyal
684,1,5,5,11,Loyal,Loyal
685,2,5,4,11,Loyal,Loyal
692,1,5,5,11,Loyal,Loyal
695,2,5,4,11,Loyal,Loyal
697,1,5,5,11,Loyal,Loyal
704,1,5,5,11,Loyal,Loyal
720,1,5,5,11,Loyal,Loyal
725,1,5,5,11,Loyal,Loyal
727,1,5,5,11,Loyal,Loyal
733,1,5,5,11,Loyal,Loyal
735,1,5,5,11,Loyal,Loyal
746,1,5,5,11,Loyal,Loyal
751,2,5,4,11,Loyal,Loyal
757,3,4,4,11,Loyal,Loyal
759,3,5,3,11,Loyal,Loyal
761,2,5,4,11,Loyal,Loyal
773,1,5,5,11,Loyal,Loyal
781,5,5,1,11,Loyal,Loyal
782,1,5,5,11,Loyal,Loyal
787,1,5,5,11,Loyal,Loyal
796,1,5,5,11,Loyal,Loyal
820,1,5,5,11,Loyal,Loyal
823,1,5,5,11,Loyal,Loyal
837,2,5,4,11,Loyal,Loyal
854,1,5,5,11,Loyal,Loyal
864,1,5,5,11,Loyal,Loyal
868,1,5,5,11,Loyal,Loyal
885,1,5,5,11,Loyal,Loyal
898,5,3,3,11,Loyal,Loyal
899,1,5,5,11,Loyal,Loyal
900,1,5,5,11,Loyal,Loyal
902,1,5,5,11,Loyal,Loyal
905,1,5,5,11,Loyal,Loyal
910,1,5,5,11,Loyal,Loyal
934,1,5,5,11,Loyal,Loyal
939,1,5,5,11,Loyal,Loyal
940,1,5,5,11,Loyal,Loyal
941,3,5,3,11,Loyal,Loyal
950,1,5,5,11,Loyal,Loyal
954,1,5,5,11,Loyal,Loyal
959,1,5,5,11,Loyal,Loyal
976,1,5,5,11,Loyal,Loyal
979,1,5,5,11,Loyal,Loyal
985,1,5,5,11,Loyal,Loyal
990,1,5,5,11,Loyal,Loyal
991,1,5,5,11,Loyal,Loyal
1006,5,4,2,11,Loyal,Promising
1015,2,4,5,11,Loyal,Promising
1018,3,4,4,11,Loyal,Promising
1025,3,4,4,11,Loyal,Promising
1026,5,3,3,11,Loyal,Promising
1031,4,4,3,11,Loyal,Promising
1033,3,4,4,11,Loyal,Promising
1037,4,4,3,11,Loyal,Promising
1040,3,4,4,11,Loyal,Promising
1045,4,3,4,11,Loyal,Promising
1048,5,3,3,11,Loyal,Promising
1064,4,3,4,11,Loyal,Promising
1065,4,3,4,11,Loyal,Promising
1067,2,4,5,11,Loyal,Promising
1073,4,4,3,11,Loyal,Promising
1077,5,2,4,11,Loyal,Promising
1079,4,4,3,11,Loyal,Promising
1083,3,4,4,11,Loyal,Promising
1095,4,4,3,11,Loyal,Promising
1098,4,4,3,11,Loyal,Promising
1102,3,4,4,11,Loyal,Promising
1104,3,4,4,11,Loyal,Promising
1121,3,4,4,11,Loyal,Promising
1123,4,4,3,11,Loyal,Promising
1126,3,4,4,11,Loyal,Promising
1129,5,3,3,11,Loyal,Promising
1132,4,3,4,11,Loyal,Promising
1167,2,4,5,11,Loyal,Promising
1177,5,3,3,11,Loyal,Promising
1188,3,4,4,11,Loyal,Promising
1190,3,4,4,11,Loyal,Promising
1202,2,4,5,11,Loyal,Promising
1206,3,4,4,11,Loyal,Promising
1209,5,3,3,11,Loyal,Promising
1210,3,4,4,11,Loyal,Promising
1214,3,4,4,11,Loyal,Promising
1219,3,4,4,11,Loyal,Promising
1224,5,4,2,11,Loyal,Promising
1233,2,5,4,11,Loyal,Promising
1236,3,4,4,11,Loyal,Promising
1237,2,5,4,11,Loyal,Promising
1241,5,5,1,11,Loyal,Promising
1251,2,4,5,11,Loyal,Promising
1256,4,3,4,11,Loyal,Promising
1260,2,4,5,11,Loyal,Promising
1261,3,4,4,11,Loyal,Promising
1277,4,3,4,11,Loyal,Promising
1285,1,5,5,11,Loyal,Promising
1288,3,4,4,11,Loyal,Promising
1289,3,4,4,11,Loyal,Promising
1296,3,4,4,11,Loyal,Promising
1298,4,3,4,11,Loyal,Promising
1313,5,3,3,11,Loyal,Promising
1314,4,4,3,11,Loyal,Promising
1318,5,2,4,11,Loyal,Promising
1320,3,4,4,11,Loyal,Promising
1326,4,3,4,11,Loyal,Promising
1332,5,4,2,11,Loyal,Promising
1333,3,4,4,11,Loyal,Promising
1350,3,4,4,11,Loyal,Promising
1355,2,4,5,11,Loyal,Promising
1357,3,4,4,11,Loyal,Promising
1358,3,4,4,11,Loyal,Promising
1364,3,4,4,11,Loyal,Promising
1388,4,4,3,11,Loyal,Promising
1393,3,4,4,11,Loyal,Promising
1403,3,4,4,11,Loyal,Promising
1422,4,4,3,11,Loyal,Promising
1423,3,4,4,11,Loyal,Promising
1436,3,4,4,11,Loyal,Promising
1440,3,4,4,11,Loyal,Promising
1447,4,4,3,11,Loyal,Promising
1449,3,4,4,11,Loyal,Promising
1451,4,4,3,11,Loyal,Promising
1471,2,4,5,11,Loyal,Promising
1474,3,4,4,11,Loyal,Promising
1476,2,5,4,11,Loyal,Promising
1477,3,4,4,11,Loyal,Promising
1479,5,4,2,11,Loyal,Promising
1483,4,4,3,11,Loyal,Promising
1491,3,4,4,11,Loyal,Promising
1499,5,3,3,11,Loyal,Promising
1502,3,4,4,11,Loyal,Promising
1506,2,4,5,11,Loyal,Promising
1526,2,5,4,11,Loyal,Promising
1527,4,4,3,11,Loyal,Promising
1530,4,4,3,11,Loyal,Promising
1537,2,4,5,11,Loyal,Promising
1541,2,5,4,11,Loyal,Promising
1548,4,3,4,11,Loyal,Promising
1549,3,4,4,11,Loyal,Promising
1550,1,5,5,11,Loyal,Promising
1552,4,4,3,11,Loyal,Promising
1554,4,3,4,11,Loyal,Promising
1563,3,4,4,11,Loyal,Promising
1573,4,4,3,11,Loyal,Promising
1576,4,3,4,11,Loyal,Promising
1582,2,4,5,11,Loyal,Promising
1584,4,4,3,11,Loyal,Promising
1586,3,4,4,11,Loyal,Promising
1589,2,4,5,11,Loyal,Promising
1591,4,4,3,11,Loyal,Promising
1594,3,4,4,11,Loyal,Promising
1596,4,4,3,11,Loyal,Promising
1604,3,4,4,11,Loyal,Promising
1606,4,3,4,11,Loyal,Promising
1612,4,4,3,11,Loyal,Promising
1617,4,4,3,11,Loyal,Promising
1622,4,4,3,11,Loyal,Promising
1623,5,3,3,11,Loyal,Promising
1625,5,3,3,11,Loyal,Promising
1654,3,4,4,11,Loyal,Promising
1658,3,4,4,11,Loyal,Promising
1662,3,4,4,11,Loyal,Promising
1663,3,4,4,11,Loyal,Promising
1665,3,4,4,11,Loyal,Promising
1667,5,3,3,11,Loyal,Promising
1678,5,3,3,11,Loyal,Promising
1679,3,4,4,11,Loyal,Promising
1685,3,4,4,11,Loyal,Promising
1687,3,4,4,11,Loyal,Promising
1691,3,4,4,11,Loyal,Promising
1694,4,3,4,11,Loyal,Promising
1707,3,3,5,11,Loyal,Promising
1709,5,4,2,11,Loyal,Promising
1722,5,4,2,11,Loyal,Promising
1737,4,4,3,11,Loyal,Promising
1744,3,4,4,11,Loyal,Promising
1746,3,4,4,11,Loyal,Promising
1748,2,4,5,11,Loyal,Promising
1758,4,3,4,11,Loyal,Promising
1759,5,4,2,11,Loyal,Promising
1765,4,3,4,11,Loyal,Promising
1767,5,4,2,11,Loyal,Promising
1768,3,4,4,11,Loyal,Promising
1772,3,4,4,11,Loyal,Promising
1774,3,4,4,11,Loyal,Promising
